seed12569 w1  rows r=4199 d=4199
 idx acc t  bs   addr  qs | eust pop avl cnt | req rdy strt | opc/op2 addr | off len idly next
1445 103 Ti CODE 0054c - |    4   0   0   0 |   0   0    0 | fl=0 ext=1 evd=0 ff=0 late=0 pf=1 own/dhi=1/0 law=0/4/0/3/0 want/fire=0/1/4 |  bf/00 q=f5 02b3b |   0   0    0   20 dly=0 occ/age=2/0 g=0 popsr=28 a4cnt=0 twc=0/2/1/1 imm/late=0/0 hold/tw2/anch=0/0/0 iedly=0 off0/ov/lrtw2=0/0/1 a4cy/early=0/0 a4used/dly/hold/cl=2/1/0/0 done/rd/t4/br/lg/twp=0/0/0/0/0/0
1446 104 T1 CODE 0054c - |    4   0   0   2 |   0   0    0 | fl=0 ext=0 evd=0 ff=0 late=0 pf=0 own/dhi=1/0 law=0/4/0/3/0 want/fire=0/0/0 |  bf/00 q=2a 02b3b |   0   0    0   20 dly=0 occ/age=4/2 g=0 popsr=50 a4cnt=0 twc=0/2/1/1 imm/late=0/0 hold/tw2/anch=0/0/0 iedly=0 off0/ov/lrtw2=0/0/1 a4cy/early=0/0 a4used/dly/hold/cl=2/1/0/0 done/rd/t4/br/lg/twp=0/0/0/0/0/0
1447 104 T2 CODE 6c039 S |    4   1   2   2 |   0   0    0 | fl=0 ext=0 evd=0 ff=0 late=0 pf=1 own/dhi=1/0 law=0/4/0/3/0 want/fire=0/0/0 |  bf/00 q=2a 02b3b |   0   0    0   20 dly=0 occ/age=3/0 g=1 popsr=a0 a4cnt=0 twc=0/0/1/1 imm/late=0/0 hold/tw2/anch=0/0/0 iedly=0 off0/ov/lrtw2=0/0/1 a4cy/early=0/0 a4used/dly/hold/cl=0/3/0/0 done/rd/t4/br/lg/twp=0/0/0/0/0/0
1448 104 T3 CODE 6c039 F |    1   1   1   1 |   0   0    0 | fl=0 ext=0 evd=0 ff=0 late=0 pf=1 own/dhi=1/0 law=0/4/0/3/0 want/fire=0/0/0 |  bf/00 q=0f 02b3b |   0   0    0   20 dly=0 occ/age=2/0 g=0 popsr=41 a4cnt=0 twc=0/0/1/1 imm/late=0/0 hold/tw2/anch=0/0/0 iedly=0 off0/ov/lrtw2=0/0/1 a4cy/early=0/0 a4used/dly/hold/cl=0/3/0/0 done/rd/t4/br/lg/twp=0/0/0/0/0/0
1449 104 Tw CODE 6c039 - |    2   0   0   0 |   0   0    0 | fl=0 ext=0 evd=0 ff=0 late=0 pf=1 own/dhi=1/0 law=0/4/0/3/0 want/fire=0/0/0 |  0f/00 q=01 02b3b |   0   0    0   20 dly=0 occ/age=2/0 g=0 popsr=83 a4cnt=0 twc=0/0/1/1 imm/late=0/0 hold/tw2/anch=0/0/0 iedly=0 off0/ov/lrtw2=0/0/1 a4cy/early=0/0 a4used/dly/hold/cl=0/3/0/0 done/rd/t4/br/lg/twp=0/0/0/0/0/0
1450 104 T4 PASV 6c039 - |   36   0   0   0 |   0   0    0 | fl=0 ext=0 evd=0 ff=0 late=0 pf=1 own/dhi=1/0 law=0/4/0/1/0 want/fire=0/0/0 |  0f/00 q=01 02b3b |   0   0    0   20 dly=0 occ/age=2/0 g=1 popsr=06 a4cnt=0 twc=1/0/1/1 imm/late=0/0 hold/tw2/anch=0/0/0 iedly=0 off0/ov/lrtw2=0/0/1 a4cy/early=0/0 a4used/dly/hold/cl=0/3/0/0 done/rd/t4/br/lg/twp=0/0/1/0/0/1
1451 104 Ti CODE 0054e - |   36   0   0   0 |   0   0    0 | fl=0 ext=1 evd=0 ff=0 late=0 pf=1 own/dhi=1/0 law=0/4/0/1/0 want/fire=0/1/4 |  0f/00 q=01 02b3b |   0   0    0   20 dly=0 occ/age=2/0 g=0 popsr=0c a4cnt=0 twc=0/0/1/1 imm/late=0/0 hold/tw2/anch=0/0/0 iedly=0 off0/ov/lrtw2=0/0/1 a4cy/early=0/0 a4used/dly/hold/cl=0/3/0/0 done/rd/t4/br/lg/twp=0/0/0/0/0/0
1452 105 T1 CODE 0054e - |   36   0   0   2 |   0   0    0 | fl=0 ext=0 evd=0 ff=0 late=0 pf=0 own/dhi=1/0 law=0/4/0/1/0 want/fire=0/0/0 |  0f/00 q=39 02b3b |   0   0    0   20 dly=0 occ/age=4/2 g=0 popsr=18 a4cnt=0 twc=0/0/1/1 imm/late=0/0 hold/tw2/anch=0/0/0 iedly=0 off0/ov/lrtw2=0/0/1 a4cy/early=0/0 a4used/dly/hold/cl=0/3/0/0 done/rd/t4/br/lg/twp=0/0/0/0/0/0
1453 105 T2 CODE 61406 S |   36   1   2   2 |   0   0    0 | fl=0 ext=0 evd=0 ff=0 late=0 pf=1 own/dhi=1/0 law=0/4/0/1/0 want/fire=0/0/0 |  0f/00 q=39 02b3b |   0   0    0   20 dly=0 occ/age=3/0 g=1 popsr=30 a4cnt=0 twc=0/0/1/1 imm/late=0/0 hold/tw2/anch=0/0/0 iedly=0 off0/ov/lrtw2=0/0/1 a4cy/early=0/0 a4used/dly/hold/cl=0/3/0/0 done/rd/t4/br/lg/twp=0/0/0/0/0/0
1454 105 T3 PASV 61406 S |   37   1   1   1 |   0   0    0 | fl=0 ext=0 evd=0 ff=0 late=0 pf=1 own/dhi=1/0 law=0/4/0/1/0 want/fire=0/1/1 |  0f/39 q=c0 02b3b |   0   0    0   20 dly=0 occ/age=2/0 g=0 popsr=61 a4cnt=0 twc=0/0/1/1 imm/late=0/0 hold/tw2/anch=0/0/0 iedly=0 off0/ov/lrtw2=0/0/1 a4cy/early=0/0 a4used/dly/hold/cl=0/3/0/0 done/rd/t4/br/lg/twp=0/0/0/0/0/0
